0, -156.04166666666666
0, -156.0625
0, -156.08333333333334
0, -156.10416666666666
0, -156.10416666666666
1, -156.1875
1, -156.20833333333334
1, -156.20833333333334
1, -156.22916666666666
1, -156.25
2, -133.10416666666666
2, -133.125
2, -133.14583333333334
2, -133.14583333333334
2, -133.16666666666666
3, -110.02083333333333
3, -110.04166666666667
3, -110.0625
3, -110.0625
3, -110.08333333333333
4, -133.375
4, -133.39583333333334
4, -133.41666666666666
4, -133.4375
4, -133.4375
5, -133.52083333333334
5, -133.54166666666666
5, -133.5625
5, -133.58333333333334
5, -133.58333333333334
